# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "results/annotation/E745_Annotation_Final_Polished/E745_Final.gff" "-o" "results/rnaseq/counts/gene_counts.txt" "results/rnaseq/alignment/ERR1797969_Serum.bam" "results/rnaseq/alignment/ERR1797970_Serum.bam" "results/rnaseq/alignment/ERR1797971_Serum.bam" "results/rnaseq/alignment/ERR1797972_BHI.bam" "results/rnaseq/alignment/ERR1797973_BHI.bam" "results/rnaseq/alignment/ERR1797974_BHI.bam" 
Geneid	Chr	Start	End	Strand	Length	results/rnaseq/alignment/ERR1797969_Serum.bam	results/rnaseq/alignment/ERR1797970_Serum.bam	results/rnaseq/alignment/ERR1797971_Serum.bam	results/rnaseq/alignment/ERR1797972_BHI.bam	results/rnaseq/alignment/ERR1797973_BHI.bam	results/rnaseq/alignment/ERR1797974_BHI.bam
MJEHNMBL_02486	E745_Chromosome_SuperHybrid_pilon	2513125	2513415	+	291	5	1	0	0	3	1
MJEHNMBL_02487	E745_Chromosome_SuperHybrid_pilon	2513451	2514287	+	837	6	4	6	1	2	7
MJEHNMBL_02488	E745_Chromosome_SuperHybrid_pilon	2514662	2515141	-	480	0	5	12	2	11	22
MJEHNMBL_02489	E745_Chromosome_SuperHybrid_pilon	2515594	2516877	+	1284	125	138	126	151	120	244
MJEHNMBL_02490	E745_Chromosome_SuperHybrid_pilon	2516935	2517540	-	606	60	54	45	183	178	262
MJEHNMBL_02491	E745_Chromosome_SuperHybrid_pilon	2517850	2518317	-	468	154	153	145	46	71	84
MJEHNMBL_02492	E745_Chromosome_SuperHybrid_pilon	2518347	2518667	-	321	66	86	69	36	30	56
MJEHNMBL_02493	E745_Chromosome_SuperHybrid_pilon	2518959	2520038	-	1080	157	164	143	74	80	141
MJEHNMBL_02494	E745_Chromosome_SuperHybrid_pilon	2520237	2520590	+	354	8	10	8	10	14	9
MJEHNMBL_02495	E745_Chromosome_SuperHybrid_pilon	2520762	2521718	+	957	48	73	44	82	70	161
MJEHNMBL_02496	E745_Chromosome_SuperHybrid_pilon	2521794	2522111	-	318	2	0	2	0	2	0
MJEHNMBL_02497	E745_Chromosome_SuperHybrid_pilon	2522234	2522524	+	291	4	0	0	0	0	0
MJEHNMBL_02498	E745_Chromosome_SuperHybrid_pilon	2522581	2523999	-	1419	414	512	404	368	309	454
MJEHNMBL_02499	E745_Chromosome_SuperHybrid_pilon	2524148	2524993	+	846	18	25	16	22	10	10
MJEHNMBL_02500	E745_Chromosome_SuperHybrid_pilon	2524997	2525437	+	441	21	12	12	8	6	8
MJEHNMBL_02501	E745_Chromosome_SuperHybrid_pilon	2525514	2525681	+	168	26	25	34	0	2	2
MJEHNMBL_02502	E745_Chromosome_SuperHybrid_pilon	2525817	2526503	+	687	4	14	8	4	8	20
MJEHNMBL_02503	E745_Chromosome_SuperHybrid_pilon	2526814	2527503	-	690	0	0	0	0	0	2
MJEHNMBL_02504	E745_Chromosome_SuperHybrid_pilon	2527478	2529607	-	2130	4	1	5	6	0	4
MJEHNMBL_02505	E745_Chromosome_SuperHybrid_pilon	2529655	2530992	-	1338	0	0	0	2	0	4
MJEHNMBL_02506	E745_Chromosome_SuperHybrid_pilon	2531244	2531603	-	360	70	78	111	441	491	549
MJEHNMBL_02507	E745_Chromosome_SuperHybrid_pilon	2531656	2531856	-	201	58	51	68	327	278	525
MJEHNMBL_02508	E745_Chromosome_SuperHybrid_pilon	2531928	2532452	-	525	343	361	368	1215	1147	2177
MJEHNMBL_02509	E745_Chromosome_SuperHybrid_pilon	2532772	2533404	+	633	4	7	9	10	10	14
MJEHNMBL_02510	E745_Chromosome_SuperHybrid_pilon	2533406	2534311	-	906	7	6	14	18	24	34
MJEHNMBL_02511	E745_Chromosome_SuperHybrid_pilon	2534396	2535049	-	654	14	12	6	55	52	56
MJEHNMBL_02512	E745_Chromosome_SuperHybrid_pilon	2535371	2536315	+	945	2	11	7	48	65	65
MJEHNMBL_02513	E745_Chromosome_SuperHybrid_pilon	2536308	2537285	+	978	8	6	14	33	41	59
MJEHNMBL_02514	E745_Chromosome_SuperHybrid_pilon	2537298	2538383	+	1086	22	37	16	63	69	121
MJEHNMBL_02515	E745_Chromosome_SuperHybrid_pilon	2538380	2539444	+	1065	24	48	68	91	112	193
MJEHNMBL_02516	E745_Chromosome_SuperHybrid_pilon	2539693	2540367	-	675	6	10	4	15	16	19
MJEHNMBL_02517	E745_Chromosome_SuperHybrid_pilon	2540364	2540498	-	135	0	0	0	2	0	0
MJEHNMBL_02518	E745_Chromosome_SuperHybrid_pilon	2540515	2541357	-	843	18	12	12	12	13	14
MJEHNMBL_02519	E745_Chromosome_SuperHybrid_pilon	2541373	2542380	-	1008	8	30	28	21	8	16
MJEHNMBL_02520	E745_Chromosome_SuperHybrid_pilon	2542387	2543031	-	645	26	30	31	12	6	17
MJEHNMBL_02521	E745_Chromosome_SuperHybrid_pilon	2543131	2543889	-	759	2	16	2	6	4	16
MJEHNMBL_02522	E745_Chromosome_SuperHybrid_pilon	2544016	2545167	-	1152	0	2	0	0	0	0
MJEHNMBL_02523	E745_Chromosome_SuperHybrid_pilon	2545249	2545560	-	312	0	0	2	0	0	0
MJEHNMBL_02524	E745_Chromosome_SuperHybrid_pilon	2545562	2546407	-	846	0	2	0	0	2	0
MJEHNMBL_02525	E745_Chromosome_SuperHybrid_pilon	2546421	2547677	-	1257	2	2	2	0	0	0
MJEHNMBL_02526	E745_Chromosome_SuperHybrid_pilon	2547674	2549134	-	1461	0	2	2	0	8	2
MJEHNMBL_02527	E745_Chromosome_SuperHybrid_pilon	2549287	2549475	+	189	11	17	24	16	31	28
MJEHNMBL_02528	E745_Chromosome_SuperHybrid_pilon	2549399	2550352	-	954	6	14	12	5	4	5
MJEHNMBL_02529	E745_Chromosome_SuperHybrid_pilon	2550706	2553303	-	2598	1738	2177	2119	56	70	114
MJEHNMBL_02530	E745_Chromosome_SuperHybrid_pilon	2553632	2554951	+	1320	14	15	18	8	10	6
MJEHNMBL_02531	E745_Chromosome_SuperHybrid_pilon	2555291	2555671	-	381	170	199	201	255	244	393
MJEHNMBL_02532	E745_Chromosome_SuperHybrid_pilon	2555768	2556913	-	1146	10	8	16	34	37	65
MJEHNMBL_02533	E745_Chromosome_SuperHybrid_pilon	2557130	2557828	+	699	300	272	330	147	172	218
MJEHNMBL_02534	E745_Chromosome_SuperHybrid_pilon	2557996	2560287	-	2292	69	86	85	47	91	133
MJEHNMBL_02535	E745_Chromosome_SuperHybrid_pilon	2560327	2560635	-	309	10	0	2	0	4	12
MJEHNMBL_02536	E745_Chromosome_SuperHybrid_pilon	2561254	2562285	-	1032	99	130	117	223	290	373
MJEHNMBL_02537	E745_Chromosome_SuperHybrid_pilon	2562478	2563653	+	1176	30	26	42	14	10	22
MJEHNMBL_02538	E745_Chromosome_SuperHybrid_pilon	2563657	2564298	+	642	4	3	0	5	2	0
MJEHNMBL_02539	E745_Chromosome_SuperHybrid_pilon	2564295	2565212	+	918	16	15	9	7	13	10
MJEHNMBL_02540	E745_Chromosome_SuperHybrid_pilon	2565209	2565880	+	672	4	3	0	2	6	8
MJEHNMBL_02541	E745_Chromosome_SuperHybrid_pilon	2566125	2566223	-	99	3	0	0	0	2	1
MJEHNMBL_02542	E745_Chromosome_SuperHybrid_pilon	2566422	2566910	-	489	0	0	0	0	0	2
MJEHNMBL_02543	E745_Chromosome_SuperHybrid_pilon	2567111	2567377	-	267	36	28	28	26	26	20
MJEHNMBL_02544	E745_Chromosome_SuperHybrid_pilon	2567377	2567640	-	264	16	15	13	11	10	18
MJEHNMBL_02545	E745_Chromosome_SuperHybrid_pilon	2568442	2570265	-	1824	20	22	24	136	112	138
MJEHNMBL_02546	E745_Chromosome_SuperHybrid_pilon	2570861	2573566	-	2706	117	140	104	173	176	227
MJEHNMBL_02547	E745_Chromosome_SuperHybrid_pilon	2573872	2574819	-	948	62	66	62	14	36	20
MJEHNMBL_02548	E745_Chromosome_SuperHybrid_pilon	2575009	2575278	+	270	12	16	6	6	0	6
MJEHNMBL_02549	E745_Chromosome_SuperHybrid_pilon	2575454	2575816	-	363	21	24	20	12	8	21
MJEHNMBL_02550	E745_Chromosome_SuperHybrid_pilon	2575827	2576948	-	1122	94	65	61	64	40	103
MJEHNMBL_02551	E745_Chromosome_SuperHybrid_pilon	2576964	2577314	-	351	13	5	16	9	8	25
MJEHNMBL_02552	E745_Chromosome_SuperHybrid_pilon	2577444	2578955	-	1512	96	152	128	610	640	912
MJEHNMBL_02553	E745_Chromosome_SuperHybrid_pilon	2579277	2580689	-	1413	30	48	45	128	123	162
MJEHNMBL_02554	E745_Chromosome_SuperHybrid_pilon	2580782	2581858	-	1077	40	62	68	188	178	256
MJEHNMBL_02555	E745_Chromosome_SuperHybrid_pilon	2582054	2583799	+	1746	34	35	29	12	14	14
MJEHNMBL_02556	E745_Chromosome_SuperHybrid_pilon	2584048	2584515	-	468	7	10	9	16	14	17
MJEHNMBL_02557	E745_Chromosome_SuperHybrid_pilon	2584499	2585872	-	1374	10	14	4	18	36	40
MJEHNMBL_02558	E745_Chromosome_SuperHybrid_pilon	2586196	2586684	-	489	9	18	8	26	16	36
MJEHNMBL_02559	E745_Chromosome_SuperHybrid_pilon	2586706	2587308	-	603	4	2	2	12	8	34
MJEHNMBL_02560	E745_Chromosome_SuperHybrid_pilon	2587377	2588183	-	807	0	2	0	0	0	7
MJEHNMBL_02561	E745_Chromosome_SuperHybrid_pilon	2588180	2588716	-	537	0	3	1	2	0	7
MJEHNMBL_02562	E745_Chromosome_SuperHybrid_pilon	2589230	2589859	-	630	46	48	41	103	107	156
MJEHNMBL_02563	E745_Chromosome_SuperHybrid_pilon	2589943	2590638	-	696	22	19	20	22	23	30
MJEHNMBL_02564	E745_Chromosome_SuperHybrid_pilon	2590651	2591367	-	717	47	56	46	47	66	68
MJEHNMBL_02565	E745_Chromosome_SuperHybrid_pilon	2591697	2592305	+	609	161	193	189	30	43	69
MJEHNMBL_02566	E745_Chromosome_SuperHybrid_pilon	2592631	2592954	+	324	52	63	63	10	28	36
MJEHNMBL_02567	E745_Chromosome_SuperHybrid_pilon	2593136	2594506	+	1371	92	116	89	57	64	94
MJEHNMBL_02568	E745_Chromosome_SuperHybrid_pilon	2594636	2595937	-	1302	16	12	23	18	20	36
MJEHNMBL_02569	E745_Chromosome_SuperHybrid_pilon	2596291	2598282	-	1992	124	161	146	149	111	209
MJEHNMBL_02570	E745_Chromosome_SuperHybrid_pilon	2598426	2598692	-	267	4	4	2	0	2	6
MJEHNMBL_02571	E745_Chromosome_SuperHybrid_pilon	2599202	2601328	-	2127	480	529	488	466	454	598
MJEHNMBL_02572	E745_Chromosome_SuperHybrid_pilon	2601516	2601785	-	270	190	235	243	601	560	855
MJEHNMBL_02573	E745_Chromosome_SuperHybrid_pilon	2602036	2602599	+	564	14	14	10	26	54	50
MJEHNMBL_02574	E745_Chromosome_SuperHybrid_pilon	2602842	2603363	-	522	51	66	53	31	38	42
MJEHNMBL_02575	E745_Chromosome_SuperHybrid_pilon	2603366	2604208	-	843	23	32	40	42	44	47
MJEHNMBL_02576	E745_Chromosome_SuperHybrid_pilon	2604201	2604926	-	726	10	17	10	22	26	26
MJEHNMBL_02577	E745_Chromosome_SuperHybrid_pilon	2605102	2605398	+	297	18	11	8	16	18	34
MJEHNMBL_02578	E745_Chromosome_SuperHybrid_pilon	2605736	2605927	+	192	51	44	44	29	35	50
MJEHNMBL_02579	E745_Chromosome_SuperHybrid_pilon	2605966	2607558	+	1593	174	170	165	179	163	228
MJEHNMBL_02580	E745_Chromosome_SuperHybrid_pilon	2607571	2608311	+	741	140	135	137	85	89	121
MJEHNMBL_02581	E745_Chromosome_SuperHybrid_pilon	2608479	2609828	+	1350	32	25	43	22	28	48
MJEHNMBL_02582	E745_Chromosome_SuperHybrid_pilon	2609956	2610546	-	591	37	34	43	18	13	48
MJEHNMBL_02583	E745_Chromosome_SuperHybrid_pilon	2610693	2612045	+	1353	271	294	250	52	55	95
MJEHNMBL_02584	E745_Chromosome_SuperHybrid_pilon	2612388	2613341	+	954	13	23	7	9	13	16
MJEHNMBL_02585	E745_Chromosome_SuperHybrid_pilon	2613725	2614099	-	375	232	287	302	132	124	153
MJEHNMBL_02586	E745_Chromosome_SuperHybrid_pilon	2614216	2614698	-	483	70	111	85	95	135	177
MJEHNMBL_02587	E745_Chromosome_SuperHybrid_pilon	2614750	2615328	-	579	30	51	29	40	39	52
MJEHNMBL_02588	E745_Chromosome_SuperHybrid_pilon	2615357	2616358	-	1002	72	72	87	139	102	190
MJEHNMBL_02589	E745_Chromosome_SuperHybrid_pilon	2616371	2616973	-	603	39	47	34	71	69	109
MJEHNMBL_02590	E745_Chromosome_SuperHybrid_pilon	2617143	2617589	-	447	48	52	52	16	18	41
MJEHNMBL_02591	E745_Chromosome_SuperHybrid_pilon	2617666	2618379	-	714	4	15	12	38	33	74
MJEHNMBL_02592	E745_Chromosome_SuperHybrid_pilon	2618602	2620590	+	1989	10	8	12	50	72	90
MJEHNMBL_02593	E745_Chromosome_SuperHybrid_pilon	2620675	2621235	-	561	12	20	31	66	70	50
MJEHNMBL_02594	E745_Chromosome_SuperHybrid_pilon	2621257	2623365	-	2109	86	79	77	120	123	215
MJEHNMBL_02595	E745_Chromosome_SuperHybrid_pilon	2623383	2626028	-	2646	76	77	72	151	193	266
MJEHNMBL_02596	E745_Chromosome_SuperHybrid_pilon	2626012	2626386	-	375	2	12	18	5	7	19
MJEHNMBL_02597	E745_Chromosome_SuperHybrid_pilon	2626403	2627200	-	798	10	12	12	30	19	41
MJEHNMBL_02598	E745_Chromosome_SuperHybrid_pilon	2627608	2628381	-	774	16	16	25	45	59	66
MJEHNMBL_02599	E745_Chromosome_SuperHybrid_pilon	2628401	2629036	-	636	11	20	14	42	36	39
MJEHNMBL_02600	E745_Chromosome_SuperHybrid_pilon	2629064	2629897	-	834	6	4	12	26	12	39
MJEHNMBL_02601	E745_Chromosome_SuperHybrid_pilon	2630177	2630788	+	612	146	191	136	868	1032	1763
MJEHNMBL_02602	E745_Chromosome_SuperHybrid_pilon	2630928	2631467	+	540	515	597	552	20	10	14
MJEHNMBL_02603	E745_Chromosome_SuperHybrid_pilon	2631542	2632051	-	510	39	38	59	19	24	30
MJEHNMBL_02604	E745_Chromosome_SuperHybrid_pilon	2632431	2633192	-	762	15	31	35	63	33	61
MJEHNMBL_02605	E745_Chromosome_SuperHybrid_pilon	2633189	2633410	-	222	3	3	0	6	7	9
MJEHNMBL_02606	E745_Chromosome_SuperHybrid_pilon	2633429	2635012	-	1584	28	36	24	46	59	46
MJEHNMBL_02607	E745_Chromosome_SuperHybrid_pilon	2635012	2635713	-	702	8	9	6	10	16	22
MJEHNMBL_02608	E745_Chromosome_SuperHybrid_pilon	2635706	2636116	-	411	6	4	4	10	8	18
MJEHNMBL_02609	E745_Chromosome_SuperHybrid_pilon	2636442	2637176	+	735	61	70	60	369	344	500
MJEHNMBL_02610	E745_Chromosome_SuperHybrid_pilon	2637244	2638203	-	960	2	6	3	8	5	16
MJEHNMBL_02611	E745_Chromosome_SuperHybrid_pilon	2638288	2639967	-	1680	0	2	2	0	2	14
MJEHNMBL_02612	E745_Chromosome_SuperHybrid_pilon	2640112	2640840	-	729	0	0	0	4	0	2
MJEHNMBL_02613	E745_Chromosome_SuperHybrid_pilon	2641268	2642176	+	909	2	6	0	3	2	5
MJEHNMBL_02614	E745_Chromosome_SuperHybrid_pilon	2642406	2643305	-	900	65	82	73	34	35	40
MJEHNMBL_02615	E745_Chromosome_SuperHybrid_pilon	2643315	2643671	-	357	84	97	85	47	78	93
MJEHNMBL_02616	E745_Chromosome_SuperHybrid_pilon	2643985	2645157	-	1173	6	6	15	7	14	35
MJEHNMBL_02617	E745_Chromosome_SuperHybrid_pilon	2645359	2645547	+	189	0	0	0	2	0	2
MJEHNMBL_02618	E745_Chromosome_SuperHybrid_pilon	2645626	2646579	+	954	7	18	12	2	7	11
MJEHNMBL_02619	E745_Chromosome_SuperHybrid_pilon	2647001	2647108	+	108	0	0	0	0	1	2
MJEHNMBL_02620	E745_Chromosome_SuperHybrid_pilon	2647245	2648198	-	954	361	431	412	3	10	10
MJEHNMBL_02621	E745_Chromosome_SuperHybrid_pilon	2648221	2648976	-	756	108	132	156	4	6	6
MJEHNMBL_02622	E745_Chromosome_SuperHybrid_pilon	2648973	2649932	-	960	176	191	218	6	6	6
MJEHNMBL_02623	E745_Chromosome_SuperHybrid_pilon	2649925	2650875	-	951	107	104	101	4	6	0
MJEHNMBL_02624	E745_Chromosome_SuperHybrid_pilon	2651025	2651477	+	453	22	48	45	10	12	18
MJEHNMBL_02625	E745_Chromosome_SuperHybrid_pilon	2651565	2653832	-	2268	124	134	100	154	165	199
MJEHNMBL_02626	E745_Chromosome_SuperHybrid_pilon	2654018	2655016	-	999	74	78	70	106	99	137
MJEHNMBL_02627	E745_Chromosome_SuperHybrid_pilon	2655028	2655837	-	810	28	28	43	48	63	83
MJEHNMBL_02628	E745_Chromosome_SuperHybrid_pilon	2655846	2659427	-	3582	319	326	334	341	304	573
MJEHNMBL_02629	E745_Chromosome_SuperHybrid_pilon	2659447	2660133	-	687	30	49	32	69	57	98
MJEHNMBL_02630	E745_Chromosome_SuperHybrid_pilon	2660481	2662262	-	1782	860	1098	1026	272	278	468
MJEHNMBL_02631	E745_Chromosome_SuperHybrid_pilon	2662288	2663202	-	915	51	79	76	40	39	60
MJEHNMBL_02632	E745_Chromosome_SuperHybrid_pilon	2663229	2664191	-	963	54	80	66	40	40	65
MJEHNMBL_02633	E745_Chromosome_SuperHybrid_pilon	2664191	2665135	-	945	151	132	141	78	78	126
MJEHNMBL_02634	E745_Chromosome_SuperHybrid_pilon	2665136	2666140	-	1005	123	148	107	39	46	76
MJEHNMBL_02635	E745_Chromosome_SuperHybrid_pilon	2666462	2667649	+	1188	26	13	27	14	8	27
MJEHNMBL_02636	E745_Chromosome_SuperHybrid_pilon	2668028	2668270	-	243	72	84	88	208	195	272
MJEHNMBL_02637	E745_Chromosome_SuperHybrid_pilon	2668392	2669393	-	1002	119	163	175	290	250	264
MJEHNMBL_02638	E745_Chromosome_SuperHybrid_pilon	2669442	2671478	-	2037	94	135	119	149	133	192
MJEHNMBL_02639	E745_Chromosome_SuperHybrid_pilon	2671595	2673277	-	1683	595	771	708	872	856	1364
MJEHNMBL_02640	E745_Chromosome_SuperHybrid_pilon	2673329	2673691	-	363	53	52	35	54	56	79
MJEHNMBL_02641	E745_Chromosome_SuperHybrid_pilon	2673961	2674149	+	189	92	83	81	94	156	362
MJEHNMBL_02642	E745_Chromosome_SuperHybrid_pilon	2674387	2677056	+	2670	92	104	82	92	83	138
MJEHNMBL_02643	E745_Chromosome_SuperHybrid_pilon	2677179	2678087	-	909	2	10	1	4	17	9
MJEHNMBL_02644	E745_Chromosome_SuperHybrid_pilon	2678156	2678815	-	660	0	0	0	2	4	8
MJEHNMBL_02645	E745_Chromosome_SuperHybrid_pilon	2678918	2679466	+	549	18	23	32	0	2	6
MJEHNMBL_02646	E745_Chromosome_SuperHybrid_pilon	2679463	2679801	+	339	11	21	8	1	4	0
MJEHNMBL_02647	E745_Chromosome_SuperHybrid_pilon	2680033	2681211	-	1179	4	7	1	0	2	6
MJEHNMBL_02648	E745_Chromosome_SuperHybrid_pilon	2681630	2682802	-	1173	14	11	25	5	13	29
MJEHNMBL_02649	E745_Chromosome_SuperHybrid_pilon	2682899	2683267	-	369	1	4	0	3	1	10
MJEHNMBL_02650	E745_Chromosome_SuperHybrid_pilon	2683390	2684196	+	807	10	16	8	40	25	46
MJEHNMBL_02651	E745_Chromosome_SuperHybrid_pilon	2685155	2685901	-	747	16	9	6	26	40	52
MJEHNMBL_02652	E745_Chromosome_SuperHybrid_pilon	2686104	2686901	-	798	27	39	39	20	24	43
MJEHNMBL_02653	E745_Chromosome_SuperHybrid_pilon	2686891	2687760	-	870	85	86	78	86	60	138
MJEHNMBL_02654	E745_Chromosome_SuperHybrid_pilon	2687736	2688575	-	840	44	64	69	61	43	102
MJEHNMBL_02655	E745_Chromosome_SuperHybrid_pilon	2688847	2689227	-	381	395	420	374	2200	2164	2585
MJEHNMBL_02656	E745_Chromosome_SuperHybrid_pilon	2689255	2690193	-	939	360	355	302	2188	1756	2936
MJEHNMBL_02657	E745_Chromosome_SuperHybrid_pilon	2690273	2690662	-	390	115	141	99	798	740	1153
MJEHNMBL_02658	E745_Chromosome_SuperHybrid_pilon	2690690	2691055	-	366	123	157	127	679	788	906
MJEHNMBL_02659	E745_Chromosome_SuperHybrid_pilon	2691073	2691189	-	117	72	120	118	834	942	849
MJEHNMBL_02660	E745_Chromosome_SuperHybrid_pilon	2691222	2691440	-	219	74	75	95	533	497	742
MJEHNMBL_02661	E745_Chromosome_SuperHybrid_pilon	2691631	2692278	-	648	98	133	137	1039	1016	1839
MJEHNMBL_02662	E745_Chromosome_SuperHybrid_pilon	2692340	2693635	-	1296	401	456	467	3473	3121	4949
MJEHNMBL_02663	E745_Chromosome_SuperHybrid_pilon	2693635	2694075	-	441	129	179	118	1226	1109	1566
MJEHNMBL_02664	E745_Chromosome_SuperHybrid_pilon	2694119	2694298	-	180	34	65	44	343	346	704
MJEHNMBL_02665	E745_Chromosome_SuperHybrid_pilon	2694313	2694813	-	501	191	220	238	1378	1436	2101
MJEHNMBL_02666	E745_Chromosome_SuperHybrid_pilon	2694834	2695190	-	357	128	156	144	1084	1011	1747
MJEHNMBL_02667	E745_Chromosome_SuperHybrid_pilon	2695351	2695887	-	537	145	181	182	1048	953	1526
MJEHNMBL_02668	E745_Chromosome_SuperHybrid_pilon	2695919	2696317	-	399	118	148	110	934	955	1198
MJEHNMBL_02669	E745_Chromosome_SuperHybrid_pilon	2696353	2696538	-	186	73	87	107	794	727	987
MJEHNMBL_02670	E745_Chromosome_SuperHybrid_pilon	2696557	2697096	-	540	91	141	126	880	850	1189
MJEHNMBL_02671	E745_Chromosome_SuperHybrid_pilon	2697124	2697432	-	309	188	257	243	1598	1538	1796
MJEHNMBL_02672	E745_Chromosome_SuperHybrid_pilon	2697469	2697837	-	369	107	113	115	764	792	1148
MJEHNMBL_02673	E745_Chromosome_SuperHybrid_pilon	2697895	2698161	-	267	185	225	202	1252	1481	1812
MJEHNMBL_02674	E745_Chromosome_SuperHybrid_pilon	2698186	2698374	-	189	62	73	72	328	478	773
MJEHNMBL_02675	E745_Chromosome_SuperHybrid_pilon	2698364	2698798	-	435	151	160	150	1078	935	1033
MJEHNMBL_02676	E745_Chromosome_SuperHybrid_pilon	2698801	2699457	-	657	270	282	294	1880	1676	2470
MJEHNMBL_02677	E745_Chromosome_SuperHybrid_pilon	2699471	2699818	-	348	106	133	98	715	642	1161
MJEHNMBL_02678	E745_Chromosome_SuperHybrid_pilon	2699841	2700119	-	279	78	95	76	704	667	1101
MJEHNMBL_02679	E745_Chromosome_SuperHybrid_pilon	2700162	2700995	-	834	199	232	240	1168	1226	1628
MJEHNMBL_02680	E745_Chromosome_SuperHybrid_pilon	2701034	2701324	-	291	118	96	101	449	475	678
MJEHNMBL_02681	E745_Chromosome_SuperHybrid_pilon	2701324	2701947	-	624	140	144	149	679	806	1085
MJEHNMBL_02682	E745_Chromosome_SuperHybrid_pilon	2701975	2702604	-	630	231	259	285	1496	1187	1466
MJEHNMBL_02683	E745_Chromosome_SuperHybrid_pilon	2702635	2702943	-	309	26	48	44	301	278	518
MJEHNMBL_02684	E745_Chromosome_SuperHybrid_pilon	2703349	2704536	-	1188	2047	2547	2465	7641	7818	10431
MJEHNMBL_02685	E745_Chromosome_SuperHybrid_pilon	2704708	2706795	-	2088	791	905	829	3187	2918	5048
MJEHNMBL_02686	E745_Chromosome_SuperHybrid_pilon	2706889	2707359	-	471	272	270	317	1332	1262	1845
MJEHNMBL_02687	E745_Chromosome_SuperHybrid_pilon	2707443	2707856	-	414	188	260	234	1279	1213	1846
MJEHNMBL_02688	E745_Chromosome_SuperHybrid_pilon	2708175	2708858	+	684	19	47	37	58	56	84
MJEHNMBL_02689	E745_Chromosome_SuperHybrid_pilon	2708991	2709572	+	582	68	78	74	124	140	240
MJEHNMBL_02690	E745_Chromosome_SuperHybrid_pilon	2709744	2710430	+	687	330	492	440	1320	1579	2093
MJEHNMBL_02691	E745_Chromosome_SuperHybrid_pilon	2710728	2711435	-	708	200	182	124	156	130	211
MJEHNMBL_02692	E745_Chromosome_SuperHybrid_pilon	2711452	2712270	-	819	171	151	132	153	167	262
MJEHNMBL_02693	E745_Chromosome_SuperHybrid_pilon	2712294	2713460	-	1167	131	158	141	196	193	335
MJEHNMBL_02694	E745_Chromosome_SuperHybrid_pilon	2713559	2714515	-	957	99	127	131	198	145	280
MJEHNMBL_02695	E745_Chromosome_SuperHybrid_pilon	2714515	2715648	-	1134	168	213	216	286	203	303
MJEHNMBL_02696	E745_Chromosome_SuperHybrid_pilon	2715641	2717203	-	1563	357	423	307	417	363	571
MJEHNMBL_02697	E745_Chromosome_SuperHybrid_pilon	2717415	2718497	-	1083	1172	1274	1253	849	685	1129
MJEHNMBL_02698	E745_Chromosome_SuperHybrid_pilon	2718563	2718961	-	399	27	42	29	98	69	133
MJEHNMBL_02699	E745_Chromosome_SuperHybrid_pilon	2718982	2719644	-	663	60	68	72	222	176	295
MJEHNMBL_02700	E745_Chromosome_SuperHybrid_pilon	2719690	2720991	-	1302	43	44	42	224	221	332
MJEHNMBL_02701	E745_Chromosome_SuperHybrid_pilon	2721132	2722148	-	1017	14	14	15	24	15	55
MJEHNMBL_02702	E745_Chromosome_SuperHybrid_pilon	2722456	2723061	-	606	6	31	18	22	25	54
MJEHNMBL_02703	E745_Chromosome_SuperHybrid_pilon	2723257	2724180	+	924	64	57	76	128	120	169
MJEHNMBL_02704	E745_Chromosome_SuperHybrid_pilon	2724239	2725804	+	1566	438	505	468	1103	1120	1741
MJEHNMBL_02705	E745_Chromosome_SuperHybrid_pilon	2726295	2727926	-	1632	0	0	0	6	0	0
MJEHNMBL_02706	E745_Chromosome_SuperHybrid_pilon	2727940	2729613	-	1674	0	2	0	0	2	2
MJEHNMBL_02707	E745_Chromosome_SuperHybrid_pilon	2729626	2729943	-	318	0	0	0	0	2	2
MJEHNMBL_02708	E745_Chromosome_SuperHybrid_pilon	2729968	2731368	-	1401	2	0	2	2	0	6
MJEHNMBL_02709	E745_Chromosome_SuperHybrid_pilon	2731605	2732390	+	786	7	8	7	8	9	23
MJEHNMBL_02710	E745_Chromosome_SuperHybrid_pilon	2732393	2733085	+	693	18	18	18	10	14	16
MJEHNMBL_02711	E745_Chromosome_SuperHybrid_pilon	2733359	2733730	-	372	0	4	0	0	0	2
MJEHNMBL_02712	E745_Chromosome_SuperHybrid_pilon	2733910	2734116	-	207	0	0	0	0	5	0
MJEHNMBL_02713	E745_Chromosome_SuperHybrid_pilon	2734130	2734360	-	231	0	0	0	6	0	2
MJEHNMBL_02714	E745_Chromosome_SuperHybrid_pilon	2734454	2734831	-	378	0	0	0	2	0	0
MJEHNMBL_02715	E745_Chromosome_SuperHybrid_pilon	2736312	2737175	-	864	18	2	12	27	33	52
MJEHNMBL_02716	E745_Chromosome_SuperHybrid_pilon	2737513	2738538	-	1026	2	4	22	28	17	38
MJEHNMBL_02717	E745_Chromosome_SuperHybrid_pilon	2738897	2739400	+	504	0	4	0	4	10	6
MJEHNMBL_02718	E745_Chromosome_SuperHybrid_pilon	2740213	2740350	-	138	0	0	0	2	0	0
MJEHNMBL_02719	E745_Chromosome_SuperHybrid_pilon	2740445	2741023	-	579	2	6	2	4	16	18
MJEHNMBL_02720	E745_Chromosome_SuperHybrid_pilon	2741192	2741389	+	198	8	10	2	12	14	18
